"2010-12";"3.2283";"2.1948";"3.2199";"3.3555";"0.1706";"0.576";"0.5595";"4.2925";"5.0598";"0.015475";"0.038989";"0.267";"0.5431";"1.0742";"0.1053";"0.4742";"-";"2.132";"3.2439";"0.4759";"1.9157";"0.4881";"0.0719";"0.002833";"0.262";"2.4397";"0.0404";"0.4069";"0.8833";"-";"-";"-";"-";"-";"-";"-";"-";"-";"145.2776";"4.9877";"3.2634";"2.1908";"3.2102";"3.4211";"0.1709";"0.5749";"0.5521";"4.2848";"4.9673";"0.015391";"0.0394";"0.2661";"0.5482";"1.0829";"0.1048";"0.478";"-";"2.0781";"3.2045";"0.4838";"1.9312";"0.4863";"0.0716";"0.002855";"0.2587";"2.4894";"0.0403";"0.4027";"0.8726";"-";"-";"-";"-";"-";"-";"-";"-";"-";"145.35";"4.9554"
"2010-11";"3.1069";"2.1951";"3.1017";"3.1938";"0.1743";"0.5759";"0.5453";"4.2931";"5.0145";"0.015589";"0.038101";"0.265";"0.5274";"1.0866";"0.1013";"0.4609";"-";"2.1783";"3.1403";"0.4501";"1.8343";"0.472";"0.0698";"0.002779";"0.2548";"2.4242";"0.0401";"0.3944";"0.855";"-";"-";"-";"-";"-";"-";"-";"-";"-";"138.4686";"4.8943";"3.1614";"2.1905";"3.2213";"3.2891";"0.1724";"0.5748";"0.5677";"4.2842";"5.1078";"0.015128";"0.039216";"0.2684";"0.5302";"1.0563";"0.1046";"0.4674";"-";"2.1838";"3.2861";"0.4611";"1.9125";"0.4931";"0.0715";"0.002828";"0.263";"2.4497";"0.0399";"0.413";"0.895";"-";"-";"-";"-";"-";"-";"-";"-";"-";"145.4633";"4.9906"
"2010-10";"3.0213";"2.1883";"3.0234";"3.1801";"0.1745";"0.5739";"0.5377";"4.2798";"4.8826";"0.015604";"0.037645";"0.2621";"0.5281";"1.083";"0.1015";"0.4617";"-";"2.1613";"3.0788";"0.4452";"1.8295";"0.4617";"0.0693";"0.002742";"0.2474";"2.3127";"0.0402";"0.3872";"0.8382";"-";"-";"-";"-";"-";"-";"-";"-";"-";"132.9525";"4.8372";"2.994";"2.1814";"3.0158";"3.1233";"0.173";"0.5722";"0.535";"4.2664";"4.9096";"0.015618";"0.038217";"0.2608";"0.5196";"1.0699";"0.1001";"0.4555";"-";"2.1461";"3.0904";"0.4396";"1.8126";"0.4632";"0.0694";"0.002744";"0.249";"2.3279";"0.0397";"0.3876";"0.8412";"-";"-";"-";"-";"-";"-";"-";"-";"-";"132.5903";"4.8452"
"2010-09";"3.0568";"2.1803";"3.1548";"3.2562";"0.173";"0.5726";"0.5722";"4.2642";"5.0797";"0.015117";"0.038679";"0.2679";"0.5389";"1.0786";"0.106";"0.4624";"-";"2.184";"3.2636";"0.4576";"1.8955";"0.4839";"0.0709";"0.002807";"0.2547";"2.374";"0.0404";"0.4119";"0.8886";"-";"-";"-";"-";"-";"-";"-";"-";"-";"133.3695";"4.9936";"3.0291";"2.1819";"3.0287";"3.2068";"0.1735";"0.5727";"0.5491";"4.2674";"4.9667";"0.015389";"0.037516";"0.2631";"0.5343";"1.0711";"0.1022";"0.4659";"-";"2.1538";"3.1254";"0.4489";"1.8378";"0.467";"0.0701";"0.002741";"0.2496";"2.308";"0.04";"0.3941";"0.8508";"-";"-";"-";"-";"-";"-";"-";"-";"-";"131.7241";"4.8668"
"2010-08";"2.9556";"2.1673";"3.1616";"3.1596";"0.1709";"0.569";"0.577";"4.2389";"5.1422";"0.015074";"0.038482";"0.2706";"0.5342";"1.0627";"0.1081";"0.4499";"-";"2.1744";"3.2847";"0.4501";"1.8676";"0.4839";"0.0705";"0.002783";"0.2576";"2.3463";"0.0402";"0.4161";"0.8943";"-";"-";"-";"-";"-";"-";"-";"-";"-";"128.2326";"4.9859";"2.987";"2.178";"3.1708";"3.2958";"0.1717";"0.5721";"0.5886";"4.2597";"5.1793";"0.014829";"0.039794";"0.2761";"0.5319";"1.0626";"0.1089";"0.4538";"-";"2.1969";"3.3582";"0.4542";"1.9093";"0.4933";"0.0714";"0.002799";"0.2558";"2.346";"0.0405";"0.4259";"0.9145";"-";"-";"-";"-";"-";"-";"-";"-";"-";"133.2368";"5.0618"
"2010-07";"2.9228";"2.1787";"3.1992";"3.1649";"0.1682";"0.5718";"0.5859";"4.2611";"5.1012";"0.015011";"0.038102";"0.2661";"0.5307";"1.0442";"0.1089";"0.4484";"-";"2.1668";"3.3388";"0.4421";"1.8848";"0.4927";"0.0713";"0.00277";"0.2604";"2.3772";"0.0407";"0.4224";"0.909";"-";"-";"-";"-";"-";"-";"-";"-";"-";"128.4067";"5.0256";"2.9344";"2.1715";"3.1617";"3.1376";"0.1712";"0.57";"0.5732";"4.2471";"5.0961";"0.014885";"0.037872";"0.2645";"0.5325";"1.0575";"0.1079";"0.4498";"-";"2.1603";"3.2679";"0.4441";"1.8587";"0.4824";"0.0702";"0.002758";"0.2558";"2.3562";"0.0399";"0.4124";"0.8897";"-";"-";"-";"-";"-";"-";"-";"-";"-";"122.4848";"4.945"
"2010-06";"2.9598";"2.1677";"3.3427";"3.0794";"0.1645";"0.5698";"0.6112";"4.2396";"5.1191";"0.015079";"0.038169";"0.2689";"0.5355";"1.034";"0.1111";"0.443";"-";"2.1988";"3.47";"0.4536";"1.9187";"0.5089";"0.0745";"0.002857";"0.2725";"2.3978";"0.0409";"0.4388";"0.9448";"-";"-";"-";"-";"-";"-";"-";"-";"-";"137.5207";"5.0964";"3.042";"2.2338";"3.3993";"3.2958";"0.1697";"0.5865";"0.6256";"4.3688";"5.3493";"0.015277";"0.040175";"0.2791";"0.5504";"1.0562";"0.1142";"0.459";"-";"2.2549";"3.5617";"0.4662";"1.9678";"0.5254";"0.0765";"0.002914";"0.2784";"2.4702";"0.0418";"0.4524";"0.9701";"-";"-";"-";"-";"-";"-";"-";"-";"-";"142.0403";"5.2833"
"2010-05";"2.8977";"2.1343";"3.195";"2.9443";"0.1627";"0.5609";"0.5909";"4.1743";"4.8688";"0.015101";"0.036034";"0.2612";"0.5298";"1.0304";"0.1092";"0.4324";"-";"2.1459";"3.3207";"0.4348";"1.8367";"0.4864";"0.0725";"0.002853";"0.2613";"2.3226";"0.0414";"0.4191";"0.9041";"-";"-";"-";"-";"-";"-";"-";"-";"-";"128.4899";"4.9035";"2.8769";"2.1369";"3.2358";"2.9379";"0.164";"0.5617";"0.6004";"4.1792";"4.9234";"0.015195";"0.037134";"0.2657";"0.526";"1.0239";"0.1103";"0.4345";"-";"2.159";"3.3984";"0.4423";"1.8727";"0.4977";"0.0731";"0.002827";"0.2628";"2.3193";"0.0407";"0.4286";"0.9253";"-";"-";"-";"-";"-";"-";"-";"-";"-";"131.4516";"4.9754"
"2010-04";"2.8492";"2.1109";"3.0616";"2.8795";"0.1632";"0.5547";"0.5564";"4.1285";"4.7144";"0.015557";"0.032918";"0.2464";"0.5199";"1.0651";"0.1054";"0.427";"-";"2.0622";"3.0758";"0.4185";"1.7495";"0.4506";"0.0691";"0.002758";"0.2513";"2.1911";"0.0415";"0.388";"0.8374";"-";"-";"-";"-";"-";"-";"-";"-";"-";"113.4359";"4.6702";"2.8858";"2.1105";"3.0823";"2.8776";"0.1617";"0.5546";"0.5571";"4.1276";"4.7567";"0.015511";"0.032799";"0.2464";"0.5256";"1.0562";"0.1063";"0.4295";"-";"2.0905";"3.0973";"0.4235";"1.7911";"0.4537";"0.0697";"0.002794";"0.2542";"2.2558";"0.0416";"0.3919";"0.8431";"-";"-";"-";"-";"-";"-";"-";"-";"-";"117.1502";"4.6966"
"2010-03";"2.7457";"2.0901";"2.94";"2.8228";"0.16";"0.5493";"0.5487";"4.0879";"4.5322";"0.015398";"0.033243";"0.2388";"0.5085";"1.0503";"0.1019";"0.4202";"-";"1.9624";"3.0113";"0.4058";"1.6857";"0.4411";"0.0661";"0.002648";"0.2394";"2.1171";"0.041";"0.3784";"0.8198";"-";"-";"-";"-";"-";"-";"-";"-";"-";"107.9781";"4.6026";"2.7877";"2.0942";"2.994";"2.8665";"0.161";"0.5501";"0.5525";"4.0958";"4.6116";"0.015378";"0.032588";"0.2448";"0.5114";"1.0611";"0.1032";"0.4217";"-";"1.9984";"3.0422";"0.415";"1.7002";"0.4456";"0.0677";"0.002688";"0.2461";"2.1585";"0.041";"0.3849";"0.8282";"-";"-";"-";"-";"-";"-";"-";"-";"-";"108.5052";"4.6163"
"2010-02";"2.666";"2.1055";"2.8469";"2.807";"0.1586";"0.5532";"0.5484";"4.1179";"4.6971";"0.015187";"0.033338";"0.236";"0.5083";"1.0259";"0.0997";"0.4139";"-";"1.9844";"3.0071";"0.3923";"1.6297";"0.4403";"0.0649";"0.0026";"0.2324";"2.0982";"0.0416";"0.3739";"0.8187";"-";"-";"-";"-";"-";"-";"-";"-";"-";"105.9389";"4.6249";"2.6873";"2.1001";"2.8536";"2.8069";"0.1583";"0.5519";"0.5491";"4.1073";"4.5987";"0.015222";"0.033773";"0.2377";"0.5099";"1.0358";"0.1006";"0.4233";"-";"1.9601";"3.0151";"0.3914";"1.6524";"0.4417";"0.0654";"0.002599";"0.2359";"2.0959";"0.0411";"0.3792";"0.8208";"-";"-";"-";"-";"-";"-";"-";"-";"-";"107.9655";"4.6568"
"2010-01";"2.6492";"2.1172";"2.7839";"2.8045";"0.1586";"0.5564";"0.5324";"4.1409";"4.6902";"0.015371";"0.031771";"0.2345";"0.5057";"1.0177";"0.0972";"0.4063";"-";"1.9678";"2.8998";"0.3886";"1.6345";"0.4248";"0.0632";"0.002547";"0.2265";"2.1077";"0.0425";"0.3598";"0.7895";"-";"-";"-";"-";"-";"-";"-";"-";"-";"104.326";"4.5357";"2.6376";"2.1076";"2.7731";"2.8101";"0.1571";"0.5537";"0.5399";"4.122";"4.7642";"0.015201";"0.032714";"0.2341";"0.5013";"1.0156";"0.0971";"0.4025";"-";"1.9765";"2.9509";"0.3893";"1.5761";"0.4323";"0.0638";"0.00254";"0.2268";"2.0861";"0.0418";"0.3679";"0.8035";"-";"-";"-";"-";"-";"-";"-";"-";"-";"102.7657";"4.5833"
"2009-12";"2.6109";"2.1601";"2.7434";"2.8122";"0.1621";"0.5677";"0.5278";"4.2248";"4.6964";"0.015474";"0.032206";"0.2436";"0.5023";"1.0197";"0.0963";"0.4061";"-";"1.9222";"2.8952";"0.3867";"1.6534";"0.424";"0.0621";"0.002482";"0.2255";"2.0744";"0.044";"0.3622";"0.7882";"-";"-";"-";"-";"-";"-";"-";"-";"-";"105.1736";"4.5758";"2.6413";"2.1619";"2.7979";"2.8496";"0.1598";"0.5682";"0.5352";"4.2282";"4.7393";"0.015608";"0.031778";"0.2397";"0.5092";"1.0279";"0.0977";"0.4117";"-";"1.9648";"2.9361";"0.3974";"1.6872";"0.43";"0.0631";"0.002517";"0.2243";"2.1351";"0.044";"0.3662";"0.7992";"-";"-";"-";"-";"-";"-";"-";"-";"-";"104.1843";"4.6062"
"2009-11";"2.6422";"2.1925";"2.7127";"2.839";"0.1661";"0.5762";"0.5264";"4.2881";"4.7704";"0.015834";"0.032246";"0.2603";"0.5095";"1.0286";"0.0994";"0.415";"-";"1.9267";"2.8741";"0.3821";"1.6627";"0.4209";"0.0617";"0.002471";"0.2194";"2.0975";"0.0455";"0.3538";"0.7825";"-";"-";"-";"-";"-";"-";"-";"-";"-";"104.023";"4.5988";"2.5946";"2.1852";"2.688";"2.8357";"0.1635";"0.5742";"0.5186";"4.2738";"4.6903";"0.015707";"0.032894";"0.2589";"0.5018";"1.0311";"0.0974";"0.4084";"-";"1.8665";"2.8396";"0.3842";"1.6318";"0.4159";"0.0611";"0.002442";"0.2207";"2.0305";"0.0451";"0.3545";"0.773";"-";"-";"-";"-";"-";"-";"-";"-";"-";"106.996";"4.5632"
"2009-10";"2.6226";"2.1908";"2.743";"2.8302";"0.1658";"0.5756";"0.528";"4.2848";"4.6767";"0.015963";"0.032031";"0.2574";"0.5124";"1.0173";"0.0982";"0.4159";"-";"1.9658";"2.8904";"0.3864";"1.6616";"0.4234";"0.0619";"0.002461";"0.2185";"2.1368";"0.046";"0.3515";"0.787";"-";"-";"-";"-";"-";"-";"-";"-";"-";"96.9665";"4.5993";"2.6465";"2.1963";"2.707";"2.8458";"0.1623";"0.5771";"0.5285";"4.2955";"4.7815";"0.015759";"0.031803";"0.2607";"0.514";"1.0144";"0.0996";"0.4142";"-";"1.9454";"2.8927";"0.3781";"1.6696";"0.4237";"0.0615";"0.002446";"0.2223";"2.1127";"0.046";"0.3583";"0.7876";"-";"-";"-";"-";"-";"-";"-";"-";"-";"97.1243";"4.6104"
"2009-09";"2.5066";"2.1674";"2.6913";"2.7981";"0.1672";"0.5695";"0.5279";"4.2389";"4.7529";"0.015589";"0.031856";"0.2599";"0.4926";"1.019";"0.0947";"0.4158";"-";"1.9517";"2.911";"0.387";"1.5956";"0.4263";"0.0602";"0.002396";"0.2172";"2.0478";"0.0454";"0.3413";"0.7926";"-";"-";"-";"-";"-";"-";"-";"-";"-";"93.2591";"4.5969";"2.5269";"2.1465";"2.6667";"2.7818";"0.1668";"0.564";"0.5203";"4.1981";"4.6047";"0.015548";"0.031979";"0.2477";"0.4956";"0.994";"0.0954";"0.4108";"-";"1.929";"2.8619";"0.3877";"1.6014";"0.4193";"0.06";"0.00243";"0.2122";"2.0641";"0.0451";"0.3474";"0.7793";"-";"-";"-";"-";"-";"-";"-";"-";"-";"92.1329";"4.552"
"2009-08";"2.4692";"2.1569";"2.7174";"2.7674";"0.1644";"0.5667";"0.534";"4.2185";"4.8899";"0.015636";"0.031182";"0.2644";"0.4868";"1.0211";"0.0934";"0.4128";"-";"1.9886";"2.9576";"0.3722";"1.6039";"0.4329";"0.0612";"0.002385";"0.2284";"1.9973";"0.0452";"0.3638";"0.8053";"-";"-";"-";"-";"-";"-";"-";"-";"-";"90.2637";"4.6134";"2.4801";"2.1593";"2.6877";"2.7843";"0.1663";"0.5674";"0.5347";"4.2231";"4.7889";"0.015531";"0.031775";"0.2632";"0.4911";"1.0293";"0.0929";"0.4135";"-";"1.9678";"2.9554";"0.3798";"1.571";"0.4327";"0.0606";"0.002365";"0.2231";"2.0177";"0.0455";"0.3503";"0.8046";"-";"-";"-";"-";"-";"-";"-";"-";"-";"89.8697";"4.598"
"2009-07";"2.408";"2.1561";"2.6631";"2.7735";"0.1635";"0.5663";"0.537";"4.2168";"4.896";"0.015506";"0.031695";"0.2663";"0.4705";"0.9808";"0.095";"0.3893";"-";"1.9716";"2.994";"0.3765";"1.5487";"0.4382";"0.0618";"0.002371";"0.2245";"1.928";"0.0453";"0.3861";"0.8151";"-";"-";"-";"-";"-";"-";"-";"-";"-";"89.9269";"4.6451";"2.4714";"2.154";"2.7652";"2.7502";"0.1646";"0.5658";"0.5384";"4.2127";"4.9459";"0.015821";"0.031219";"0.2634";"0.4812";"1.0115";"0.0951";"0.4064";"-";"2.0204";"2.9871";"0.3824";"1.5866";"0.4371";"0.062";"0.002431";"0.2259";"1.9578";"0.0452";"0.3794";"0.8132";"-";"-";"-";"-";"-";"-";"-";"-";"-";"89.9198";"4.6496"
"2009-06";"2.4124";"2.1539";"2.6735";"2.7816";"0.1589";"0.5658";"0.5361";"4.2126";"4.9215";"0.015026";"0.031133";"0.2692";"0.4711";"0.9354";"0.0967";"0.3874";"-";"1.9416";"3.0035";"0.3731";"1.5337";"0.4395";"0.0628";"0.002378";"0.2255";"1.9191";"0.045";"0.3934";"0.8179";"-";"-";"-";"-";"-";"-";"-";"-";"-";"91.5412";"4.6455";"2.4208";"2.1509";"2.5844";"2.7579";"0.1627";"0.5649";"0.5325";"4.2067";"4.9485";"0.01543";"0.031095";"0.2663";"0.4653";"0.9438";"0.096";"0.388";"-";"1.9422";"2.9792";"0.3832";"1.5248";"0.4362";"0.0621";"0.002339";"0.2266";"1.9395";"0.045";"0.3893";"0.8112";"-";"-";"-";"-";"-";"-";"-";"-";"-";"90.1976";"4.6391"
"2009-05";"2.3364";"2.1316";"2.6525";"2.7573";"0.1559";"0.5598";"0.5434";"4.1689";"4.7117";"0.01479";"0.031624";"0.2729";"0.4732";"0.9447";"0.0956";"0.3938";"-";"1.9642";"3.0554";"0.3648";"1.4741";"0.4477";"0.0629";"0.002432";"0.2318";"1.839";"0.044";"0.3888";"0.8318";"-";"-";"-";"-";"-";"-";"-";"-";"-";"91.1619";"4.6558";"2.3614";"2.1365";"2.6934";"2.7617";"0.1558";"0.5613";"0.5279";"4.1786";"4.784";"0.014849";"0.030919";"0.2684";"0.468";"0.9353";"0.0961";"0.3918";"-";"1.9266";"2.968";"0.3741";"1.4733";"0.4347";"0.0628";"0.002352";"0.2257";"1.8798";"0.044";"0.3894";"0.8081";"-";"-";"-";"-";"-";"-";"-";"-";"-";"93.0412";"4.6296"
"2009-04";"2.2679";"2.1451";"2.5885";"2.7672";"0.1568";"0.5632";"0.5641";"4.1954";"4.6694";"0.014231";"0.032138";"0.2841";"0.477";"0.9469";"0.0948";"0.3857";"-";"1.9758";"3.1777";"0.3528";"1.4379";"0.4652";"0.0635";"0.002379";"0.2358";"1.8178";"0.0446";"0.393";"0.8651";"-";"-";"-";"-";"-";"-";"-";"-";"-";"91.1506";"4.7415";"2.3009";"2.139";"2.6406";"2.7725";"0.1568";"0.5617";"0.5581";"4.1835";"4.6714";"0.014481";"0.032141";"0.2795";"0.4783";"0.9522";"0.0953";"0.3908";"-";"1.9799";"3.1447";"0.3726";"1.4436";"0.4609";"0.063";"0.002451";"0.2282";"1.7903";"0.044";"0.3908";"0.856";"-";"-";"-";"-";"-";"-";"-";"-";"-";"89.8368";"4.7251"
"2009-03";"2.1833";"2.1894";"2.5989";"2.8434";"0.1572";"0.5747";"0.5827";"4.2821";"4.6587";"0.014077";"0.033606";"0.3047";"0.4849";"0.9266";"0.0948";"0.3833";"-";"1.9179";"3.2851";"0.3293";"1.4187";"0.4805";"0.0641";"0.002264";"0.2238";"1.744";"0.0453";"0.3994";"0.8944";"-";"-";"-";"-";"-";"-";"-";"-";"-";"97.7627";"4.8769";"2.1981";"2.1653";"2.5419";"2.7943";"0.1541";"0.5686";"0.5654";"4.2348";"4.5518";"0.013685";"0.03239";"0.2865";"0.4738";"0.9007";"0.0941";"0.3856";"-";"1.9011";"3.1857";"0.3329";"1.3686";"0.4661";"0.0626";"0.002303";"0.2241";"1.8148";"0.0446";"0.388";"0.8673";"-";"-";"-";"-";"-";"-";"-";"-";"-";"94.1399";"4.783"
"2009-02";"2.1711";"2.1903";"2.6898";"2.8725";"0.1502";"0.5749";"0.6008";"4.2839";"4.8239";"0.014348";"0.036237";"0.3162";"0.4873";"0.9216";"0.0935";"0.3932";"-";"2.0121";"3.348";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"101.1668";"4.9792";"2.1708";"2.1939";"2.6904";"2.8868";"0.1534";"0.5759";"0.6081";"4.2909";"4.8002";"0.014471";"0.034717";"0.3149";"0.4858";"0.9215";"0.0946";"0.3747";"-";"2.0015";"3.3851";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"102.7832";"4.9438"
"2009-01";"2.157";"2.1641";"2.6121";"2.833";"0.1555";"0.568";"0.5781";"4.2327";"4.6174";"0.015087";"0.035458";"0.3017";"0.46";"1.0011";"0.1002";"0.395";"-";"1.9923";"3.1999";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"88.2225";"4.8204";"2.1343";"2.187";"2.6999";"2.8762";"0.1533";"0.574";"0.5967";"4.2775";"4.7449";"0.014353";"0.037078";"0.3097";"0.4818";"0.962";"0.0937";"0.404";"-";"2.0241";"3.3212";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"98.1099";"4.9092"
"2008-12";"1.9456";"2.0019";"2.3495";"2.5444";"0.1498";"0.5255";"0.5258";"3.9153";"4.312";"0.014816";"0.031893";"0.2826";"0.4145";"0.9756";"0.1032";"0.3633";"0.1297";"1.8728";"2.9026";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"76.5183";"4.4345";"1.9621";"2.0376";"2.3248";"2.6717";"0.1495";"0.5348";"0.5141";"3.9852";"4.1169";"0.015034";"0.031419";"0.2704";"0.4068";"0.9554";"0.0964";"0.3648";"0.1322";"1.8563";"2.8342";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"78.7536";"4.3753"
"2008-11";"1.9458";"1.9303";"2.435";"2.4908";"0.1499";"0.5068";"0.5357";"3.7753";"4.5489";"0.014237";"0.030616";"0.2861";"0.428";"1.0115";"0.1084";"0.3729";"0.1243";"1.8555";"2.9634";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"72.2069";"4.3967";"1.9311";"1.9324";"2.3762";"2.4406";"0.1505";"0.5072";"0.5321";"3.7794";"4.5222";"0.014613";"0.030854";"0.2824";"0.424";"1.0056";"0.1059";"0.3663";"0.1246";"1.8733";"2.9387";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"76.967";"4.3656"
"2008-10";"1.934";"1.915";"2.3983";"2.466";"0.151";"0.5024";"0.5074";"3.7454";"4.7579";"0.014415";"0.028226";"0.2692";"0.436";"1.0474";"0.1064";"0.3804";"0.123";"1.9194";"2.8131";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"73.4523";"4.2488";"1.9045";"1.8718";"2.3498";"2.4948";"0.1515";"0.4917";"0.5155";"3.661";"4.6607";"0.013987";"0.02953";"0.2768";"0.4277";"1.0098";"0.1063";"0.3684";"0.1203";"1.8373";"2.8758";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"67.353";"4.2225"
"2008-09";"2.0661";"1.8536";"2.3848";"2.2739";"0.1481";"0.4861";"0.4642";"3.6254";"4.5361";"0.015058";"0.023671";"0.254";"0.4449";"1.0742";"0.0997";"0.3791";"0.1197";"2.0339";"2.5237";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"66.9228";"3.9208";"2.0969";"1.9089";"2.4801";"2.3627";"0.1516";"0.5004";"0.4761";"3.7336";"4.6916";"0.015351";"0.024689";"0.2451";"0.4499";"1.0962";"0.1023";"0.3814";"0.1232";"2.0466";"2.5957";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"74.9297";"4.0495"
"2008-08";"2.0783";"1.8032";"2.2376";"2.1752";"0.1453";"0.4728";"0.4418";"3.5268";"4.4489";"0.014941";"0.02156";"0.2421";"0.4422";"1.0717";"0.0974";"0.3753";"0.1162";"1.9982";"2.3571";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"63.5292";"3.7291";"2.072";"1.8064";"2.2858";"2.1864";"0.1435";"0.4738";"0.4468";"3.533";"4.3888";"0.014858";"0.022025";"0.2476";"0.445";"1.0565";"0.0975";"0.3742";"0.1165";"2.0316";"2.3972";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"64.5144";"3.7597"
"2008-07";"2.1843";"1.83";"2.2397";"2.2111";"0.152";"0.4798";"0.4266";"3.5792";"4.5114";"0.015427";"0.021254";"0.231";"0.4448";"1.0974";"0.0972";"0.3784";"0.1181";"1.8696";"2.2687";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"68.6387";"3.7";"2.141";"1.8082";"2.2133";"2.1631";"0.1476";"0.474";"0.4269";"3.5366";"4.4875";"0.01529";"0.020933";"0.2337";"0.4411";"1.1033";"0.0967";"0.3736";"0.1164";"1.9464";"2.2644";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"66.3796";"3.6762"
"2008-06";"2.2364";"1.8691";"2.3138";"2.2647";"0.1502";"0.4901";"0.4397";"3.6557";"4.6154";"0.015074";"0.021986";"0.2331";"0.4576";"1.0832";"0.0994";"0.3902";"0.1206";"1.9038";"2.3506";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"67.1919";"3.8073";"2.2264";"1.8649";"2.2873";"2.2732";"0.1525";"0.489";"0.4328";"3.6475";"4.6022";"0.015442";"0.021935";"0.2337";"0.4561";"1.0877";"0.0986";"0.3862";"0.1207";"1.8815";"2.3066";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"69.1468";"3.7752"
"2008-05";"2.2324";"1.871";"2.352";"2.2528";"0.1458";"0.4905";"0.439";"3.6594";"4.6207";"0.014772";"0.02255";"0.2271";"0.4649";"1.075";"0.0991";"0.393";"0.1163";"1.886";"2.3517";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"67.3369";"3.8197";"2.2335";"1.8516";"2.3568";"2.2244";"0.1441";"0.4855";"0.4371";"3.6213";"4.6087";"0.015011";"0.022162";"0.227";"0.4569";"1.0731";"0.0985";"0.3877";"0.1195";"1.9293";"2.3376";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"66.0802";"3.7803"
"2008-04";"2.1493";"1.8624";"2.2802";"2.2837";"0.1453";"0.4883";"0.4259";"3.6426";"4.5755";"0.014347";"0.022558";"0.221";"0.4575";"1.0573";"0.0983";"0.3887";"0.1125";"1.7734";"2.3102";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"67.7522";"3.7828";"2.2076";"1.8794";"2.3399";"2.2769";"0.1458";"0.4926";"0.4391";"3.6759";"4.6533";"0.014501";"0.022712";"0.2272";"0.4607";"1.0626";"0.0997";"0.3924";"0.114";"1.8315";"2.3635";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"65.9125";"3.8375"
"2008-03";"2.2147";"1.9029";"2.3969";"2.37";"0.1475";"0.4992";"0.438";"3.7218";"4.7975";"0.014308";"0.023825";"0.2253";"0.4663";"1.0519";"0.1011";"0.3956";"0.1145";"1.9263";"2.3969";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"74.4283";"3.9197";"2.1541";"1.9059";"2.3085";"2.3746";"0.1471";"0.4999";"0.4324";"3.7276";"4.6832";"0.014296";"0.023717";"0.2236";"0.4636";"1.0566";"0.1004";"0.397";"0.1143";"1.7878";"2.3563";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"71.0466";"3.8843"
